location,sqft,bedrooms,bathrooms,age,price
Rural,785,5,5,80,399474.81305453967
Urban,5492,4,5,91,2719608.0649214843
Rural,1256,5,4,37,504583.25489466114
Urban,2315,6,5,43,1762259.2097114217
Rural,1701,7,5,47,684414.571881622
Rural,759,3,5,65,303905.60701888934
Urban,4191,4,2,12,2221289.099732577
Rural,5486,5,2,31,1183683.423085896
Rural,4545,4,5,62,989526.826090083
Urban,4139,4,2,99,1891845.8749443446
Rural,822,1,3,72,306478.3737902774
Suburban,4335,6,4,4,2049106.5740686592
Rural,2716,2,1,42,490450.8950147108
Urban,818,7,1,69,993213.1521786461
Suburban,5162,2,1,64,1821734.969897809
Suburban,5049,3,5,29,2203526.291671223
Suburban,5997,7,2,15,2523170.7126308763
Urban,669,6,3,83,842422.4689740351
Suburban,1590,6,1,80,932653.7954095245
Rural,2218,2,1,27,487627.69576990465
Rural,5684,7,2,16,1254709.9836158215
Urban,5624,6,5,65,3034447.03958069
Urban,942,7,2,36,1052412.7799896484
Urban,3485,5,5,9,2251080.3421764374
Rural,1337,3,3,13,417121.46490495076
Rural,1869,3,3,83,496959.6756526869
Urban,2561,2,1,6,1303243.1868242815
Urban,692,6,1,1,875447.2721052155
Urban,3589,7,4,48,2181207.3568873033
Urban,2771,3,1,17,1457230.647292088
Urban,4001,5,1,59,2074389.604647992
Urban,2385,5,3,54,1524521.6393110075
Suburban,4832,4,4,64,2019596.982299632
Rural,2680,1,3,73,511102.30993737053
Urban,5064,5,5,91,2493117.2056241427
Rural,3369,7,4,15,952172.2081600506
Urban,3877,2,2,40,1947154.3348288839
Suburban,3532,1,2,59,1308919.5490711818
Suburban,5033,4,5,55,2170047.782146079
Suburban,3063,2,3,44,1268146.7061975442
Urban,946,7,2,55,967984.4979139393
Rural,800,5,3,24,354230.64853707096
Suburban,3889,4,2,39,1542339.629653695
Rural,5174,2,1,6,1081304.4446211208
Urban,2804,2,1,88,1307655.0963154917
Suburban,3742,6,3,71,1638002.637378999
Suburban,2388,5,4,75,1292991.2780193696
Urban,4451,2,1,35,2072013.7124061105
Suburban,4476,1,4,47,1715883.194811442
Urban,2155,6,2,53,1563109.8380571716
Urban,3454,1,3,20,1633093.9180062793
Urban,3162,4,3,2,1780703.2758582274
Suburban,5597,5,5,90,2302079.7747131917
Rural,3196,4,1,3,737848.163119185
Suburban,2942,5,4,57,1379701.7224060246
Urban,5056,1,1,62,2255786.098004716
Suburban,5917,7,4,67,2612847.2879529996
Urban,708,1,3,80,508262.554861829
Suburban,4100,2,5,86,1714710.5153818151
Rural,2069,5,1,12,640277.7584799689
Suburban,3097,1,3,94,1313755.9501592575
Suburban,2420,2,2,27,988149.7807896375
Rural,855,2,1,9,117114.00532856965
Suburban,1414,3,5,23,956962.7397916677
Rural,5684,3,2,84,1080739.6000537074
Urban,3160,4,1,72,1556396.2879038577
Rural,3515,1,1,82,648389.2436969777
Urban,1440,7,5,59,1400505.33971974
Urban,2218,5,2,92,1350004.8449286085
Rural,4627,7,1,14,1063790.0415954643
Urban,4960,2,5,100,2303523.3813964045
Suburban,5235,3,3,51,2058234.434011228
Suburban,4354,3,5,42,1872458.920545341
Suburban,2246,7,3,1,1400980.7773765018
Urban,2182,4,1,93,1159101.144891463
Urban,5224,5,2,45,2586317.0195402987
Rural,1039,3,5,76,554916.6789586607
Suburban,2564,5,5,78,1367043.377116931
Rural,1573,4,3,32,517733.7197217776
Rural,5223,1,4,78,1050570.844974786
Rural,4681,7,2,97,1107687.6792498648
Urban,4523,2,1,11,2126386.943672687
Suburban,5490,3,2,23,2187427.4912444106
Urban,2877,5,4,57,1927370.4166642255
Suburban,1211,5,4,29,815981.6903529075
Urban,4960,4,1,14,2414255.187423731
Urban,586,4,4,6,909043.1612297499
Urban,2016,2,5,14,1342914.060123438
Urban,4378,3,4,66,2304066.0268202364
Rural,2056,6,3,61,641378.5964131171
Urban,3801,5,1,87,1943626.1892912048
Urban,3479,6,5,48,2044660.3862975554
Urban,1054,4,1,37,810145.4671263405
Suburban,3048,2,2,67,1209589.1422365985
Urban,5698,5,3,36,2794884.2029211423
Suburban,4167,5,4,26,1749555.6824972653
Suburban,5833,4,2,80,2236169.0629079235
Suburban,5209,1,1,18,1896287.3006130892
Suburban,4947,4,5,5,2335208.729250739
Rural,1417,4,4,79,413879.119857141
Urban,2573,4,2,43,1365180.904189582
Rural,3730,6,5,33,1073812.0315821988
Urban,1613,6,4,94,1210569.3665940925
Rural,5068,2,3,78,957821.4036445187
Rural,4823,1,3,88,967809.3775187065
Urban,5522,6,4,18,2814358.971366388
Rural,879,4,3,40,358525.09794625646
Suburban,3727,7,1,89,1632022.9971421128
Urban,3719,2,3,8,1898458.2198872152
Suburban,4794,3,4,99,1911625.2713471942
Suburban,5311,3,5,55,2138350.901842229
Suburban,4324,3,3,2,1886286.8293208964
Urban,1267,4,1,56,851752.5996248178
Suburban,2915,6,2,49,1400179.5958583378
Urban,988,3,4,15,800859.954813201
Suburban,4030,4,3,78,1628846.8652178617
Rural,3668,1,3,27,778410.7382388026
Suburban,4098,2,3,97,1545025.837635588
Suburban,5863,6,2,56,2370812.522519255
Rural,1100,1,3,16,330878.1387564851
Rural,529,6,2,59,364089.95009527204
Urban,3399,7,2,30,2027599.5186565751
Urban,693,4,3,47,760627.721359658
Suburban,2742,2,3,67,1214836.5702065555
Urban,1809,7,5,87,1449376.1794496411
Suburban,5521,5,5,40,2309120.39833598
Suburban,4001,3,5,81,1686633.7659179452
Urban,4551,7,3,49,2649796.7590471455
Rural,3354,1,4,79,670501.493882682
Rural,689,4,1,74,285703.33582032996
Rural,2477,3,2,8,755951.6364023047
Rural,2965,5,2,55,752314.1983769581
Rural,604,3,3,69,225000.30831550618
Urban,1131,3,3,53,887980.4575691011
Rural,4939,3,5,5,1093696.93047539
Suburban,4877,4,5,55,1982726.550943166
Urban,3958,7,4,11,2400581.5712507805
Suburban,1236,3,5,53,780045.1093139243
Rural,518,7,5,87,330242.03408051963
Suburban,1418,4,2,39,802316.2849685741
Suburban,3210,4,4,81,1493283.008258584
Rural,3415,5,4,25,895352.826809022
Urban,1575,1,2,28,806221.3165976268
Rural,3600,2,1,21,731744.1094587614
Suburban,5123,2,1,54,1768659.9194537983
Suburban,5077,2,1,27,1852748.1418181395
Suburban,5649,5,3,41,2227061.370535959
Rural,2297,4,4,83,563422.955605095
Suburban,1373,3,2,17,818664.3063499115
Urban,648,4,1,33,688044.3161788487
Urban,792,6,2,40,940385.0135478735
Urban,3608,4,4,62,2053823.545297991
Suburban,830,5,1,31,682651.8702699757
Suburban,3016,3,1,70,1199030.2166022083
Urban,5909,6,2,16,2948928.708298513
Urban,3050,1,5,18,1528290.5841845325
Urban,4011,4,4,37,2211243.3355676583
Rural,2424,5,5,35,699269.114979537
Rural,4454,5,4,61,1017059.0206123095
Urban,3667,6,3,11,2186193.3358831303
Urban,4437,4,5,74,2362119.674736795
Suburban,2033,3,3,22,1119509.5203063432
Urban,2010,6,5,13,1612424.424486503
Urban,3204,6,3,42,1971693.556480427
Rural,5781,7,4,46,1305546.344521709
Suburban,3856,1,1,35,1397317.0311145736
Suburban,1366,7,1,15,995603.1956264108
Suburban,572,2,1,30,291071.2098378372
Suburban,849,4,2,96,576216.7752859801
Rural,5699,1,5,12,1199186.252633935
Rural,2081,3,4,92,575125.8124738638
Rural,5433,6,3,28,1249956.5739598451
Urban,3908,5,2,99,1924297.9917294208
Suburban,2499,7,5,100,1459904.1882779652
Urban,776,6,4,85,1027555.8422203332
Rural,2055,1,5,100,448514.7596708425
Rural,5694,4,4,59,1208024.6844865838
Suburban,1405,5,5,75,978969.7483260755
Rural,2303,5,2,87,662314.2625226821
Rural,3048,5,3,30,707656.8478164377
Suburban,1685,1,4,97,676375.1632233397
Suburban,3960,1,1,98,1453373.4904945425
Rural,5221,6,3,18,1337134.9414788708
Urban,621,5,3,26,728220.0664133067
Urban,3249,4,2,80,1640831.124038782
Suburban,4732,6,2,26,2022030.280577224
Urban,3994,3,2,73,1908185.1661849108
Urban,5160,4,3,29,2602146.373089721
Suburban,1779,3,1,1,960046.75335881
Rural,1245,1,5,9,443854.50690144417
Urban,776,4,3,57,846324.5577395773
Urban,3028,1,3,10,1591758.5308264957
Rural,2152,5,2,58,579268.6025390932
Urban,1620,4,5,33,1271308.2957727523
Suburban,3806,5,4,59,1653630.0562491508
Urban,953,1,4,17,729008.9110350257
Rural,2381,2,3,64,614096.2887314493
Rural,4179,1,2,42,894305.5531169722
Rural,5532,1,3,13,1044600.6719699955
Urban,2049,4,1,19,1207894.4753075612
Suburban,4566,7,4,66,1985166.9591966448
Urban,3797,5,2,36,2043748.430932108
Rural,5268,3,2,26,1087668.7798203405
Suburban,1009,6,1,93,644283.221684388
Urban,1306,7,2,81,1212975.6386220027
Suburban,3568,5,5,73,1679462.3237552966
Urban,938,4,5,58,1031299.1755823094
Urban,2484,4,3,82,1503150.272442067
Suburban,4756,4,2,43,1963907.770206148
Urban,3985,6,3,7,2285134.182119406
Rural,1618,6,3,36,528351.0473131239
Suburban,548,3,3,17,553890.2797485891
Rural,1155,6,4,40,555106.9040818191
Urban,2927,1,5,13,1630834.4072412313
Suburban,4116,6,4,62,1974306.7992647619
Suburban,1018,6,1,30,826600.7578772851
Suburban,3741,3,5,68,1507963.6134964107
Urban,2892,5,5,41,1879062.1574696857
Urban,5728,3,5,10,2924426.3387988904
Rural,3835,5,1,21,875355.3730082812
Rural,4295,7,3,61,1054635.8733955165
Rural,2893,3,1,0,744987.6693222752
Suburban,1309,5,2,86,717228.1565316197
Rural,2378,3,5,81,709067.7136484758
Urban,3469,5,5,51,2042918.4765239137
Suburban,5698,1,5,49,2193260.947355438
Rural,1192,6,1,58,299492.8667016921
Suburban,1872,2,5,41,912350.3127226707
Urban,5275,7,5,67,2869002.642780127
Suburban,654,4,4,12,753424.3956833454
Urban,673,1,5,6,760952.5191039477
Suburban,3070,1,4,50,1284439.0302861652
Rural,2147,5,3,61,543339.7086664968
Rural,1583,2,5,14,474890.592006804
Rural,5281,3,4,31,1114466.6758277945
Rural,2782,7,1,38,749469.312109878
Suburban,3695,4,3,96,1361665.40741792
Suburban,5983,5,5,20,2636045.020546454
Suburban,3487,4,2,18,1622330.4780268278
Urban,1619,1,2,80,773597.0481451887
Suburban,3531,3,4,27,1604510.597099967
Urban,2253,6,2,2,1570014.6314879688
Rural,5916,7,2,78,1284958.0457286835
Urban,1908,4,2,23,1363494.331770757
Suburban,3885,7,3,30,1867510.23279583
Urban,3433,4,2,29,1840796.263320777
Suburban,5768,3,5,93,2229969.059330392
Urban,4270,1,2,15,2009916.0814558472
Suburban,5921,3,3,69,2341805.1573389824
Urban,5359,5,2,64,2617736.6185472645
Urban,1627,7,5,94,1364890.06157299
Rural,3272,2,1,19,720553.5490426376
Urban,2804,3,5,22,1689956.1083771058
Suburban,4451,3,4,26,1978414.0767067785
Rural,3819,4,2,24,817405.0997707663
Suburban,808,5,3,54,690365.7745134992
Urban,4944,7,2,62,2661866.444639405
Urban,1173,7,4,80,1275700.9820170635
Urban,535,6,4,77,860472.4979733776
Urban,3786,6,5,90,2146125.448648813
Suburban,2385,7,4,19,1551719.8225036256
Rural,2218,6,4,57,648943.2300104747
Suburban,5915,6,1,66,2257109.749227725
Suburban,2056,2,1,51,899621.6243515954
Rural,1401,6,2,86,499868.9666153087
Urban,5228,3,2,46,2499995.528223082
Urban,3429,5,5,24,1994616.6376566307
Urban,5625,7,1,25,2988818.8734302865
Rural,1236,7,2,65,553732.2809146794
Urban,5873,2,1,5,2809865.454400977
Urban,3248,1,2,23,1510915.391167488
Rural,3718,4,1,94,758635.1948506028
Rural,4443,5,5,40,1086860.0994684233
Rural,4905,7,1,41,1153813.3021137575
Rural,4143,7,3,86,1071410.485774575
Suburban,3307,1,2,17,1246666.6952160955
Rural,5136,2,4,57,1079848.0894348829
Rural,2482,7,5,13,854365.5785230795
Rural,3554,6,5,79,900240.1248535004
Suburban,1090,3,1,7,722684.9552642077
Suburban,1959,5,1,51,995914.4521629327
Suburban,2488,7,4,11,1504033.176967954
Urban,2340,7,4,18,1726534.2362774499
Suburban,4081,7,3,39,1799057.8995451936
Suburban,4105,2,4,27,1632586.1649054037
Urban,5174,4,2,32,2565669.62146621
Urban,4404,2,3,52,2040207.5112965386
Rural,2633,2,4,44,633256.5435257995
Urban,4104,1,2,86,1786787.3640021405
Rural,2066,5,1,100,595759.9294418867
Rural,5099,2,1,87,1019182.3491175097
Rural,994,2,1,86,276534.00636317185
Rural,2945,4,3,80,725426.523318625
Urban,5746,7,3,51,3008861.4604459787
Rural,1525,5,5,90,646870.0015679706
Urban,884,4,3,98,757114.991868821
Urban,2914,1,2,9,1536903.933477902
Rural,5928,1,1,38,1081471.7398009454
Urban,3918,1,2,10,1825477.791104773
Urban,2964,6,5,52,1974118.6629714998
Suburban,3216,4,4,3,1571676.7527653752
Rural,3193,1,1,30,624470.0155527525
Urban,909,2,3,31,712224.0714176261
Rural,1296,7,2,58,579775.9124091613
Rural,2223,2,1,94,476762.01477697055
Rural,4522,6,3,67,1093076.7752620156
Rural,5327,1,1,33,1115591.1785342752
Suburban,1717,5,4,46,1088729.288253239
Suburban,3750,2,3,70,1525686.5574231166
Suburban,2929,2,4,99,1213319.3695940145
Suburban,3047,4,4,7,1478902.5301333352
Urban,2611,5,2,23,1552494.8106981653
Urban,5145,3,5,20,2647906.6934986995
Rural,4758,5,4,74,1228678.2848339677
Urban,4579,4,5,70,2370110.686687319
Rural,1523,2,3,100,372932.1529308621
Urban,5258,1,2,45,2295565.2235864447
Suburban,4739,2,1,91,1693825.757397918
Rural,3199,3,1,10,762282.3162915931
Urban,3276,2,2,71,1623305.2940771475
Urban,2226,2,1,12,1196871.1537413113
Suburban,4166,2,3,11,1703610.1357738816
Urban,2294,5,5,70,1464931.2545605712
Urban,2658,1,5,31,1521924.814931509
Suburban,4009,5,3,3,1724397.934310348
Suburban,5214,4,2,35,1942410.8919135758
Urban,4335,2,3,27,2126791.943241359
Urban,1279,7,4,86,1255682.6537441674
Rural,2942,3,3,66,740668.6149946268
Suburban,4118,2,3,47,1697289.3481467457
Urban,1169,1,4,9,953482.7411345802
Suburban,3350,6,3,77,1536699.8270336608
Urban,4626,2,5,15,2360097.4640359674
Urban,3941,6,5,28,2286579.0336319525
Urban,1194,4,4,8,1139987.2620778456
Urban,3144,4,3,70,1724310.8954141831
Urban,3999,4,3,60,2118702.0663840747
Rural,1095,3,5,100,348627.4533550198
Urban,5205,6,5,40,2768167.7517314833
Urban,4447,4,3,53,2315754.5149344285
Urban,3057,7,2,66,1826631.691146265
Suburban,4859,6,5,17,2180826.840495848
Rural,5817,2,4,33,1153673.17534382
Rural,4746,2,1,62,940994.2893250918
Rural,4291,3,2,48,989040.4508766113
Rural,4713,3,2,18,939050.9278396975
Rural,2093,1,3,69,433101.34187866375
Urban,2437,5,5,67,1615296.308561917
Rural,4020,3,4,6,972730.0238124527
Urban,3119,5,3,97,1722577.387697134
Urban,976,4,4,67,932538.4999632805
Suburban,3023,4,4,61,1309332.9177459136
Urban,2882,5,5,42,1865958.440505587
Suburban,1669,6,2,92,878463.3862760375
Suburban,5179,1,1,63,1869495.8335339911
Urban,5924,4,3,88,2742395.0164961605
Urban,1064,7,1,96,899284.3801740825
Suburban,2417,5,1,50,1121705.6105071057
Suburban,3615,6,1,57,1693181.6726155945
Urban,2444,6,3,16,1762796.8843729107
Urban,3708,5,3,59,2053513.084480917
Urban,812,5,2,69,753787.0454350412
Suburban,2234,6,1,40,1158543.0810568642
Suburban,3054,1,5,73,1297458.1363943242
Urban,4313,7,4,26,2500633.9934969544
Suburban,2660,7,1,29,1324227.8329395945
Rural,1493,5,3,2,501463.10435732984
Urban,5463,3,1,20,2511623.9541745693
Suburban,1108,7,4,34,1006898.1074241536
Suburban,4150,5,3,74,1814212.0428411872
Urban,4186,4,3,44,2165145.0303089204
Suburban,947,7,4,68,920878.4121187518
Urban,2890,7,2,4,1917379.7981471359
Rural,3761,2,4,3,873291.1843967338
Urban,766,1,3,24,649333.568855776
Rural,1005,6,1,85,302231.506685439
Suburban,2987,4,2,26,1584557.9679108094
Suburban,5906,5,1,57,2233716.258335865
Urban,4931,7,4,17,2860304.686108829
Urban,2053,2,3,6,1275478.569864114
Urban,5313,7,2,31,2730470.494893313
Urban,5625,2,1,98,2426675.6663574553
Suburban,5716,1,1,50,2060400.2123070292
Urban,1018,5,3,1,1072179.3535795296
Suburban,5142,6,3,74,2200227.771791424
Suburban,676,2,5,92,441825.03545147186
Urban,4216,4,5,74,2206376.4176042373
Suburban,765,1,2,48,422284.2575163883
Suburban,4761,4,5,35,2009647.5949598083
Rural,3046,5,1,7,767575.8714502306
Rural,5818,3,4,95,1131253.0953886209
Urban,4314,5,4,85,2259676.2318780716
Urban,3766,7,3,75,2191023.510555926
Suburban,2935,5,2,19,1403225.467748758
Urban,3655,7,4,66,2217359.4322203803
Urban,1388,7,5,2,1507537.7310363867
Suburban,3589,1,3,55,1414558.7126643858
Suburban,1022,5,4,61,873337.6358075022
Suburban,2661,4,2,38,1169254.993000588
Urban,1524,6,4,94,1201249.9416412944
Suburban,5135,5,4,35,2108457.798273757
Rural,5024,1,1,94,999648.6243454686
Rural,2956,7,1,0,687081.8659926901
Urban,3490,7,5,52,2218392.23382023
Rural,3936,7,1,65,1031263.7763887712
Urban,2694,3,2,71,1440595.8445837859
Rural,2624,7,1,30,832616.9701251949
Rural,4461,6,4,33,1033418.6925602574
Rural,5153,5,1,0,1211766.6952996233
Rural,5989,3,3,81,1234482.4489760355
Urban,5838,6,2,21,2945134.1057285857
Urban,534,7,5,40,853293.4819431135
Urban,4630,4,3,24,2426723.73307346
Rural,4648,5,1,46,1103029.8331808841
Rural,4171,3,3,48,954866.8963693093
Urban,922,7,1,29,1042134.9744780709
Urban,1669,4,5,13,1368882.5139333047
Urban,2660,1,3,92,1343711.009172783
Urban,1043,7,5,35,1177573.701178322
Urban,3384,5,3,77,1846913.8428127158
Rural,5514,6,4,36,1346564.7269519242
Urban,5791,7,4,97,3019102.044105468
Rural,580,2,1,66,133355.1998867512
Suburban,5864,2,3,16,2224307.6984765367
Rural,4748,3,2,7,1111759.1138377145
Rural,3987,7,1,17,993856.28079249
Suburban,1971,5,3,33,1095519.5592224211
Rural,2624,3,4,85,655914.1409536189
Suburban,1841,7,1,50,1103941.5368568846
Urban,5688,5,3,25,2969831.072018884
Urban,5148,4,4,16,2684855.4611372147
Urban,3240,3,2,53,1656178.0544779985
Suburban,4430,3,5,90,1780985.239560643
Rural,4542,2,1,79,782305.6404814982
Rural,3750,7,4,45,1071198.2832234665
Suburban,3147,3,5,20,1581578.666140606
Urban,4678,7,2,5,2553434.886588695
Urban,3316,7,2,5,2060025.0324863777
Urban,4494,1,2,67,1931643.6773847966
Urban,5632,2,3,57,2634131.369986621
Urban,1829,7,2,55,1332582.690137813
Suburban,1790,2,1,65,760921.1211501984
Rural,1158,2,3,74,373421.3931522937
Suburban,1875,3,3,29,989406.5800370103
Urban,5868,6,4,68,2890623.964589784
Rural,4593,2,4,64,960153.6401225098
Urban,5221,5,1,34,2501458.0240036887
Suburban,3223,2,2,57,1140711.415516475
Rural,5305,6,2,24,1099810.4145608838
Suburban,4547,3,1,3,1772018.9569779935
Suburban,4602,7,5,20,2313492.1792425746
Urban,3624,7,5,66,2142019.147637455
Urban,1605,1,5,50,1116349.3161088505
Suburban,1548,2,3,49,775623.5439080074
Suburban,3877,1,2,1,1514320.8330496212
Suburban,4009,3,1,89,1456800.6086732238
Suburban,5874,5,4,82,2311495.3624795377
Suburban,4071,1,4,28,1688991.8341960448
Rural,657,2,2,96,153577.97686404173
Rural,1116,5,4,30,555720.3050538377
Urban,2983,3,3,48,1707982.7916155255
Rural,4943,2,2,77,1067500.3655282704
Rural,1245,4,1,88,333380.09714110935
Rural,5456,2,2,79,1095202.0015980117
Rural,4365,5,2,69,956628.6089711018
Rural,991,3,4,70,314151.10453232157
Rural,3407,6,4,22,887818.7475451631
Rural,1499,2,1,40,279153.5999921025
Urban,2531,6,3,64,1689207.7269463365
Urban,2522,5,5,27,1723018.7478169336
Suburban,1069,3,5,62,706199.0394089267
Rural,3028,2,1,57,663829.571714535
Suburban,3049,6,4,13,1572605.2378950862
Urban,1740,2,1,46,910905.595739212
Urban,2082,3,2,55,1172632.7653363876
Suburban,3638,1,1,59,1303543.771181545
Rural,4467,1,5,24,1026257.1568949291
Suburban,5359,6,3,88,2264608.2242197604
Suburban,2187,4,5,54,1165576.403977104
Rural,3383,7,3,51,851943.3079625588
Rural,1692,1,2,92,355530.1439576499
Suburban,1053,7,5,84,841583.0902944165
Rural,2006,1,2,13,441158.71697576705
Suburban,2761,6,2,25,1429893.3036249967
Urban,686,3,5,67,807490.4691970549
Urban,5227,1,3,1,2420216.2530056653
Suburban,1657,4,5,19,1102303.8824171158
Rural,1137,6,4,26,488316.7746651577
Rural,4213,1,1,12,830678.4478687849
Rural,4358,2,3,43,905003.1493441628
Rural,3537,3,1,45,675255.5717613032
Rural,3651,7,5,50,963828.1184459152
Urban,3476,4,5,99,1810240.4458687517
Suburban,3175,1,5,24,1367963.8916848851
Rural,2094,6,1,19,565218.8553182372
Urban,5763,6,1,7,2907868.488411654
Rural,4490,6,2,44,1016700.1459427064
Rural,4367,2,1,0,942073.435004107
Suburban,4402,3,4,15,1910049.0844228012
Urban,4656,5,4,50,2298953.497906338
Rural,1511,7,3,17,663580.2194204098
Rural,5704,2,5,12,1243564.2106492324
Urban,4531,6,3,28,2533177.902488978
Rural,4097,3,1,80,717343.9420534478
Rural,5274,4,3,44,1135869.771789589
Urban,1086,6,4,40,1166483.074565088
Rural,2181,3,3,26,522047.2900695558
Suburban,3845,3,1,31,1535782.673251187
Suburban,3686,3,4,95,1476178.3658998758
Rural,2936,4,1,33,701677.4995458921
Rural,1246,6,4,31,589461.3847347329
Suburban,2428,1,3,85,1024653.0557393695
Suburban,5844,5,5,1,2492255.4011485856
Urban,2166,2,4,60,1240891.1622846413
Suburban,4041,5,1,36,1690023.1496512946
Rural,2145,7,2,31,670364.9651573922
Suburban,1876,2,1,61,712095.2863488316
Rural,3925,1,1,56,704664.3545653196
Rural,5433,3,4,24,1162569.2011906807
Rural,5496,7,3,9,1279470.6602903907
Urban,2634,3,5,77,1506456.6625618567
Rural,4395,6,3,55,1091081.284834127
Rural,1341,6,1,56,604226.4580354675
Suburban,1402,7,2,21,1088206.2122097777
Rural,3039,7,5,9,984846.6730186241
Urban,5094,6,1,48,2554790.614691315
Urban,849,3,1,33,717253.219742623
Rural,3411,6,1,54,844686.0631139729
Rural,5438,7,5,69,1326898.3170868543
Urban,4027,1,3,85,1782332.4898027817
Suburban,5571,5,4,73,2279146.8626670446
Suburban,1854,5,3,89,926355.895513797
Rural,1222,2,1,24,315675.60342634097
Rural,2032,4,4,91,655722.4313028198
Urban,506,3,1,23,510994.0118492761
Suburban,3491,6,3,5,1733522.9933289702
Urban,5218,2,2,94,2277288.6872911057
Rural,2115,4,5,86,463468.91412146704
Suburban,801,5,2,11,607187.6307017256
Suburban,3907,2,4,48,1735605.6590201599
Suburban,5074,2,4,9,2049275.3877961992
Urban,2564,2,3,9,1488401.2610618947
Rural,2014,4,3,67,548362.0958417141
Suburban,5020,1,1,37,1767828.5254242802
Rural,1696,3,4,2,657529.452587213
Suburban,4898,1,4,85,1733181.6598526048
Suburban,1662,6,3,56,1106561.639280606
Rural,5872,5,1,84,1122842.011120455
Urban,515,5,3,100,581129.6871294203
Urban,3017,4,3,8,1718634.2540572626
Suburban,3812,6,4,35,1879014.7212166933
Urban,2533,3,4,80,1393754.5710526186
Urban,4331,5,2,93,2172070.9054603293
Urban,2968,2,1,29,1526213.5218654664
Urban,4171,3,2,21,1871827.7081228434
Suburban,1049,3,4,10,777298.700901021
Rural,2199,2,2,64,389408.5527748507
Suburban,3460,5,1,97,1446417.8932991049
Urban,3756,1,2,67,1665806.1983039216
Urban,4095,4,4,40,2273677.562582207
Suburban,4573,1,1,8,1749315.02075277
Rural,1820,2,3,34,503399.89383903716
Urban,3800,5,4,99,2110838.79662011
Urban,5947,1,4,38,2740026.7627031947
